Pestisit,Urun,MRL_Limiti,Buhar_Basinci_Ref_25C,Sicaklik_C,Sicaklik_Sinifi,Ucuculuk_Gosterge_Index,Ucuculuk_Sinifi,1ml_Saf_Madde_ppm,Uygulanan_Ilac_Miktari_ml,Tahmini_Kalinti_ppm,Etiket
Chlordane,Eggs,0.02,0.01,31.7,1,-2.0459,Dusuk,1200.0,0.15,0.016,0
Triflumuron,Milks,0.01,0.01,28.0,1,-2.021,Dusuk,1200.0,0.29,0.0093,0
Inpyrfluxam,Sweet corn (corn on the cob) (kernels plus cob with husk removed),0.01,0.01,21.3,0,-1.9764,Orta,1200.0,1.43,0.0122,1
Trifloxystrobin,Maize,0.02,0.01,24.2,0,-1.9957,Orta,1200.0,0.65,0.0116,0
Cycloxydim,Swede,0.2,0.01,26.7,1,-2.0123,Dusuk,1200.0,2.24,0.1575,0
Sulfoxaflor,Maize,0.01,0.01,30.7,1,-2.0394,Dusuk,1200.0,0.06,0.0053,0
Azoxystrobin,Soya bean (dry),0.5,0.01,25.8,1,-2.0064,Dusuk,1200.0,3.0,0.266,0
Broflanilide,Maize flour,0.002,0.01,32.9,1,-2.0539,Dusuk,1200.0,0.02,0.0016,0
Cycloxydim,Bean (dry),30.0,0.01,28.8,1,-2.0268,Dusuk,1200.0,486.66,28.8787,0
Carbendazim,Pome fruits (group),3.0,0.01,33.6,1,-2.0584,Dusuk,1200.0,39.07,3.6749,1
Ethephon,"Barley, hay and/or straw",7.0,0.01,18.7,0,-1.9587,Orta,1200.0,276.7,6.5922,0
Cyhalothrin (includes lambda-cyhalothrin),Peach,0.5,0.01,17.0,0,-1.9472,Orta,1200.0,19.44,0.4393,0
Thiacloprid,Stone fruits (group),0.5,0.01,30.7,1,-2.0391,Dusuk,1200.0,6.43,0.3148,0
Tebuconazole,Bean (dry),0.3,0.01,23.5,0,-1.9908,Orta,1200.0,57.46,0.3562,1
Cycloxydim,"Onion, bulb",3.0,0.01,20.8,0,-1.973,Orta,1200.0,88.61,1.9985,0
Flubendiamide,Stone fruits (group),2.0,0.01,23.7,0,-1.9923,Orta,1200.0,177.9,2.9245,1
Dinotefuran,Nectarine,0.8,0.01,32.5,1,-2.0517,Dusuk,1200.0,13.21,0.9913,1
Sedaxane,Meat (from mammals other than marine mammals),0.01,0.01,22.9,0,-1.9871,Orta,1200.0,1.17,0.0161,1
Cycloxydim,Maize fodder (dry),2.0,0.01,30.3,1,-2.0367,Dusuk,1200.0,25.06,2.219,1
Flubendiamide,Meat (from mammals other than marine mammals),2.0,0.01,24.1,0,-1.9947,Orta,1200.0,53.01,1.0943,0
Chlormequat,Wheat,4.0,0.01,27.7,1,-2.0191,Dusuk,1200.0,57.67,2.1022,0
Oxydemeton-Methyl,Cotton seed,0.05,0.01,34.3,1,-2.0637,Dusuk,1200.0,0.62,0.0613,1
Esfenvalerate,"Wheat, hay and/or straw",2.0,0.01,30.3,1,-2.0363,Dusuk,1200.0,54.77,1.4327,0
Prothioconazole,Linseed,0.03,0.01,22.2,0,-1.9825,Orta,1200.0,3.29,0.0443,1
Flutriafol,"Fruiting vegetables, cucurbits (group)",0.3,0.01,28.4,1,-2.0241,Dusuk,1200.0,3.8,0.2532,0
Penthiopyrad,Beans without pods (Phaseolus spp.) (succulent seeds),0.3,0.01,19.7,0,-1.9653,Orta,1200.0,13.56,0.1968,0
Trifloxystrobin,Gooseberry,3.0,0.01,22.9,0,-1.987,Orta,1200.0,297.13,3.1442,1
Dinotefuran,Nectarine,0.8,0.01,23.9,0,-1.9938,Orta,1200.0,45.79,1.0478,1
Cyromazine,Broccoli,1.0,0.01,24.4,0,-1.997,Orta,1200.0,123.19,1.3171,1
Carbaryl,"Rice, polished",1.0,0.01,33.3,1,-2.0569,Dusuk,1200.0,16.31,0.9074,0
Oxamyl,Milks,0.01,0.01,32.1,1,-2.0486,Dusuk,1200.0,0.23,0.009,0
Thiamethoxam,Sorghum grain,0.6,0.01,18.0,0,-1.9539,Orta,1200.0,45.86,0.8045,1
Trifloxystrobin,Strawberry,1.0,0.01,24.4,0,-1.997,Orta,1200.0,57.57,0.7878,0
Dimethomorph,Shallot,0.6,0.01,34.8,1,-2.0665,Dusuk,1200.0,9.61,0.4165,0
Fluazifop-p-butyl,"Orange oil, edible",0.05,0.01,33.4,1,-2.0573,Dusuk,1200.0,0.77,0.0458,0
MCPA,"Oat straw and fodder, dry",50.0,0.01,24.5,0,-1.9977,Orta,1200.0,4888.16,72.8589,1
Bifenthrin,Grapes,0.3,0.01,22.4,0,-1.9836,Orta,1200.0,11.32,0.2227,0
Ethiprole,"Poultry, edible offal of",0.05,0.01,32.3,1,-2.0501,Dusuk,1200.0,0.63,0.0592,1
Quinoxyfen,Sugar beet,0.03,0.01,31.6,1,-2.0455,Dusuk,1200.0,0.4,0.041,1
Clothianidin,Eggs,0.01,0.01,34.5,1,-2.0648,Dusuk,1200.0,0.17,0.0118,1
Clothianidin,"Sorgo or sorghum, sweet",0.4,0.01,34.2,1,-2.0628,Dusuk,1200.0,7.23,0.3813,0
Spirotetramat,Sugar beet molasses,0.3,0.01,34.6,1,-2.0654,Dusuk,1200.0,3.05,0.265,0
Haloxyfop,Chick-pea (dry),0.05,0.01,20.2,0,-1.9686,Orta,1200.0,10.41,0.0653,1
Penconazole,"Artichoke, globe",0.06,0.01,31.2,1,-2.0425,Dusuk,1200.0,0.45,0.0521,0
Abamectin,Herbs,0.01,2e-07,21.7,0,-6.6289,Cok Dusuk (Kalici),1160.0,0.06,0.016,1
Aldrin and Dieldrin,Eggs,0.1,0.01,30.8,1,-2.0402,Dusuk,1200.0,0.96,0.1091,1
Cypermethrins (including alpha- and zeta- cypermethrin),Rye,2.0,0.01,29.9,1,-2.0337,Dusuk,1200.0,20.38,2.0134,1
Mesotrione,Millet,0.01,0.01,22.4,0,-1.9833,Orta,1200.0,0.94,0.0064,0
Fenbuconazole,Banana,0.05,0.01,26.2,1,-2.0092,Dusuk,1200.0,0.5,0.0475,0
Prochloraz,Citrus fruits (group),10.0,0.01,23.5,0,-1.9907,Orta,1200.0,536.84,8.4259,0
Fenpyrazamine,Cane berries (subgroup),5.0,0.01,19.7,0,-1.9654,Orta,1200.0,163.09,2.6899,0
Methoprene,Cereal grains (group),10.0,0.01,27.9,1,-2.0208,Dusuk,1200.0,77.45,7.2968,0
Dimethoate,Wheat germ,0.2,0.01,33.9,1,-2.0608,Dusuk,1200.0,1.59,0.1828,0
Azoxystrobin,Peanut fodder,30.0,0.01,20.8,0,-1.9728,Orta,1200.0,1736.96,30.1312,1
Dichlobenil,"Onion, Welsh",0.02,0.01,23.5,0,-1.9907,Orta,1200.0,1.68,0.0254,1
Cycloxydim,Sunflower seed,6.0,0.01,23.1,0,-1.9881,Orta,1200.0,297.98,3.8975,0
Fenazaquin,Milk fats,0.02,0.01,33.5,1,-2.0579,Dusuk,1200.0,0.47,0.0237,1
Lindane,Sweet corn (kernels),0.01,0.01,25.9,1,-2.0071,Dusuk,1200.0,0.15,0.006,0
Glufosinate-Ammonium,Milks,0.02,0.01,33.3,1,-2.0567,Dusuk,1200.0,0.49,0.0147,0
Bicyclopyrone,Poultry meat,0.01,0.01,20.1,0,-1.9682,Orta,1200.0,0.62,0.0101,1
Dimethomorph,"Fruiting vegetables, other than cucurbits (group)",1.5,0.01,16.9,0,-1.9465,Orta,1200.0,111.49,1.59,1
Permethrin,Wheat flour,0.5,0.01,21.6,0,-1.9781,Orta,1200.0,26.56,0.5349,1
Tebuconazole,Triticale,0.15,0.01,23.3,0,-1.9896,Orta,1200.0,4.42,0.0781,0
Abamectin,"Peppers chili, dried",0.5,2e-07,20.2,0,-6.595,Cok Dusuk (Kalici),1160.0,4.35,0.6291,1
Boscalid,Wheat,0.5,0.01,26.6,1,-2.0118,Dusuk,1200.0,2.8,0.3096,0
Novaluron,Pome fruits (group),3.0,0.01,27.0,1,-2.0142,Dusuk,1200.0,63.19,3.3514,1
Penthiopyrad,Soya bean (dry),0.3,0.01,30.2,1,-2.0358,Dusuk,1200.0,5.5,0.304,1
Metrafenone,Mammalian fats (except milk fats),0.01,0.01,17.7,0,-1.9517,Orta,1200.0,0.93,0.01,1
Boscalid,Wheat,0.5,0.01,27.5,1,-2.0179,Dusuk,1200.0,10.47,0.6166,1
Permethrin,Mushrooms,0.1,0.01,24.9,0,-2.0005,Dusuk,1200.0,1.12,0.084,0
Methomyl,"Lettuce, leaf",0.2,0.01,19.1,0,-1.9616,Orta,1200.0,11.7,0.2487,1
Dinotefuran,Spring onion,4.0,0.01,25.8,1,-2.0064,Dusuk,1200.0,65.87,4.7345,1
Flusilazole,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),5.0,0.01,16.4,0,-1.9434,Orta,1200.0,364.26,5.2845,1
Mandestrobin,Grapes,5.0,0.01,16.1,0,-1.9415,Orta,1200.0,250.74,3.3612,0
Metrafenone,"Wheat, hay and/or straw",10.0,0.01,25.1,1,-2.0014,Dusuk,1200.0,91.74,5.539,0
Fenhexamid,"Currants, black, red, white",5.0,0.01,33.5,1,-2.0581,Dusuk,1200.0,81.08,5.7055,1
Permethrin,Citrus fruits (group),0.5,0.01,31.3,1,-2.0434,Dusuk,1200.0,8.17,0.4759,0
Flupyradifurone,Wheat wholemeal,5.0,0.01,21.0,0,-1.974,Orta,1200.0,412.2,2.9847,0
Permethrin,"Soya bean, hay and/or straw",50.0,0.01,19.4,0,-1.9637,Orta,1200.0,2770.1,38.8439,0
Thiamethoxam,Almond hulls,2.0,0.01,33.3,1,-2.057,Dusuk,1200.0,51.8,1.9761,0
Indoxacarb,Almond hulls,9.0,0.01,26.5,1,-2.011,Dusuk,1200.0,168.05,5.0261,0
Prothioconazole,Triticale,0.05,0.01,18.5,0,-1.9572,Orta,1200.0,4.04,0.0515,1
Carbaryl,Eggplant,1.0,0.01,17.0,0,-1.9476,Orta,1200.0,72.02,1.4725,1
Tebuconazole,"Rye straw and fodder, dry",40.0,0.01,27.4,1,-2.0171,Dusuk,1200.0,236.8,20.0707,0
Fluopicolide,Grapes,2.0,0.01,24.4,0,-1.9971,Orta,1200.0,118.64,2.6196,1
Haloxyfop,Pome fruits (group),0.02,0.01,33.8,1,-2.0599,Dusuk,1200.0,0.19,0.0161,0
Fenpyroximate,Tree nuts (group),0.05,0.01,23.9,0,-1.9938,Orta,1200.0,2.8,0.0599,1
Lufenuron,Cucumber,0.09,0.01,24.7,0,-1.999,Orta,1200.0,2.24,0.0567,0
Flupyradifurone,"Poultry, edible offal of",1.0,0.01,19.7,0,-1.9654,Orta,1200.0,97.53,1.5868,1
Deltamethrin,Legume vegetables (group),0.2,2e-06,15.6,0,-5.523,Cok Dusuk (Kalici),500.0,2.08,0.2309,1
Fenpicoxamid,Mammalian fats (except milk fats),0.01,0.01,24.3,0,-1.9965,Orta,1200.0,0.45,0.0051,0
Permethrin,Peppers (subgroup),1.0,0.01,22.3,0,-1.9827,Orta,1200.0,57.19,0.8149,0
Triflumezopyrim,"Rice, husked",0.01,0.01,22.1,0,-1.9815,Orta,1200.0,0.39,0.0077,0
Propargite,"Poultry, edible offal of",0.1,0.01,18.1,0,-1.9545,Orta,1200.0,7.98,0.127,1
Isocycloseram,Meat (from mammals other than marine mammals),0.02,0.01,21.7,0,-1.9791,Orta,1200.0,1.77,0.0191,0
Captan,Peach,20.0,0.01,18.2,0,-1.9552,Orta,1200.0,1120.1,21.0141,1
Cypermethrins (including alpha- and zeta- cypermethrin),Grapes,0.2,0.01,18.3,0,-1.9559,Orta,1200.0,38.17,0.227,1
Quintozene,Peas (dry),0.01,0.01,22.5,0,-1.9845,Orta,1200.0,0.46,0.0075,0
Mandestrobin,Grapes,5.0,0.01,27.8,1,-2.0197,Dusuk,1200.0,132.68,6.0723,1
Metrafenone,Rye,0.06,0.01,17.3,0,-1.9492,Orta,1200.0,6.59,0.0876,1
Flusilazole,Soya bean (dry),0.05,0.01,17.0,0,-1.9475,Orta,1200.0,5.36,0.0404,0
Phorate,"Fennel, seed",0.1,0.01,24.6,0,-1.9981,Orta,1200.0,4.94,0.1066,1
Novaluron,"Poultry, edible offal of",0.1,0.01,31.4,1,-2.0439,Dusuk,1200.0,2.33,0.123,1
Flutriafol,Cherries (subgroup),0.8,0.01,33.0,1,-2.0545,Dusuk,1200.0,8.21,0.6633,0
Aminopyralid,Edible offal (mammalian),0.05,0.01,21.7,0,-1.9788,Orta,1200.0,2.97,0.0552,1
Fenbutatin Oxide,Milks,0.05,0.01,33.7,1,-2.0591,Dusuk,1200.0,0.84,0.065,1
Teflubenzuron,Milk fats,0.01,0.01,33.7,1,-2.0594,Dusuk,1200.0,0.05,0.0051,0
Tebuconazole,Plums (including fresh prunes) (subgroup),1.0,0.01,28.5,1,-2.0244,Dusuk,1200.0,9.16,0.9175,0
Indoxacarb,"Cotton fodder, dry",20.0,0.01,15.4,0,-1.9368,Orta,1200.0,1061.54,20.481,1
Fenamidone,Poultry meat,0.01,0.01,21.0,0,-1.974,Orta,1200.0,0.46,0.0055,0
Flusilazole,Meat (from mammals other than marine mammals),1.0,0.01,28.8,1,-2.0265,Dusuk,1200.0,23.1,0.8379,0
Phorate,Eggs,0.05,0.01,16.9,0,-1.9465,Orta,1200.0,3.47,0.0443,0
Thiamethoxam,Meat (from mammals other than marine mammals),0.07,0.01,25.8,1,-2.0061,Dusuk,1200.0,1.55,0.0527,0
Propargite,"Grape, dried (= Currants, Raisins and Sultanas)",12.0,0.01,25.7,1,-2.0057,Dusuk,1200.0,116.0,11.7617,0
Fenazaquin,Plums (including fresh prunes) (subgroup),0.5,0.01,23.2,0,-1.9892,Orta,1200.0,17.88,0.3316,0
Cyhalothrin (includes lambda-cyhalothrin),Nectarine,0.5,0.01,24.1,0,-1.9951,Orta,1200.0,59.29,0.4592,0
Fenpyroximate,Melons (except watermelon),0.2,0.01,28.8,1,-2.0268,Dusuk,1200.0,3.63,0.2478,1
Etoxazole,Almond hulls,3.0,0.01,18.0,0,-1.9543,Orta,1200.0,243.09,3.994,1
Tebufenozide,Cattle milk,0.05,0.01,22.6,0,-1.9847,Orta,1200.0,3.51,0.045,0
Spirotetramat,Meat (from mammals other than marine mammals),0.05,0.01,31.4,1,-2.0442,Dusuk,1200.0,1.91,0.0565,1
MCPA,Triticale,0.2,0.01,29.8,1,-2.0335,Dusuk,1200.0,4.09,0.1766,0
Imazapyr,Barley,0.7,0.01,17.2,0,-1.949,Orta,1200.0,44.26,1.1369,1
Triforine,Tomato,0.7,0.01,34.4,1,-2.0643,Dusuk,1200.0,8.43,0.7115,1
Pyrethrins,Peanut,0.5,0.01,23.3,0,-1.9894,Orta,1200.0,30.94,0.6127,1
Malathion,Wheat flour,0.2,0.01,30.2,1,-2.0361,Dusuk,1200.0,1.39,0.1141,0
Haloxyfop,Peas (pods and succulent=immature seeds),0.7,0.01,17.4,0,-1.9497,Orta,1200.0,24.32,0.459,0
Norflurazon,Milks,0.02,0.01,28.1,1,-2.0219,Dusuk,1200.0,0.21,0.017,0
Glufosinate-Ammonium,"Lettuce, leaf",0.4,0.01,23.9,0,-1.9938,Orta,1200.0,38.06,0.4078,1
Penthiopyrad,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)",5.0,0.01,19.4,0,-1.9634,Orta,1200.0,300.38,5.5018,1
Cyproconazole,Edible offal (mammalian),0.5,0.01,29.7,1,-2.0325,Dusuk,1200.0,15.62,0.7523,1
Fenhexamid,Cherries (subgroup),7.0,0.01,18.7,0,-1.959,Orta,1200.0,404.74,4.9286,0
Pyriproxyfen,Cattle meat,0.01,0.01,15.5,0,-1.9371,Orta,1200.0,1.74,0.0107,1
Myclobutanil,Poultry fats,0.01,0.01,31.4,1,-2.0439,Dusuk,1200.0,0.06,0.005,0
Isocycloseram,Brussels sprouts,2.0,0.01,32.4,1,-2.0505,Dusuk,1200.0,62.89,2.7119,1
Broflanilide,Cereal grains (incl. pseudocereals) feed products with low water (<20%) content (hay and/or straw),0.01,0.01,17.3,0,-1.949,Orta,1200.0,0.31,0.0066,0
Carbaryl,Cranberry,5.0,0.01,32.6,1,-2.0519,Dusuk,1200.0,80.69,5.5689,1
Kresoxim-Methyl,Table olives,0.2,0.01,18.0,0,-1.9539,Orta,1200.0,31.12,0.2521,1
Trifloxystrobin,Tree nuts (group),0.02,0.01,22.7,0,-1.9853,Orta,1200.0,1.43,0.0178,0
Penconazole,"Peppers, sweet (including pimento or pimiento)",0.2,0.01,21.7,0,-1.9787,Orta,1200.0,13.18,0.0941,0
Carbendazim,"Spices, fruits and berries",0.1,0.01,22.2,0,-1.9819,Orta,1200.0,6.58,0.1072,1
Fluazifop-p-butyl,Stone fruits (group),0.01,0.01,19.9,0,-1.9667,Orta,1200.0,1.1,0.0138,1
Cyhalothrin (includes lambda-cyhalothrin),"Spices, roots and rhizomes",0.05,0.01,22.4,0,-1.9838,Orta,1200.0,2.46,0.0436,0
Penthiopyrad,"Soya bean, hay and/or straw",200.0,0.01,17.5,0,-1.9508,Orta,1200.0,15370.05,280.1546,1
Azoxystrobin,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),15.0,0.01,29.1,1,-2.0284,Dusuk,1200.0,311.72,13.5856,0
Pirimicarb,Garlic,0.1,0.01,30.9,1,-2.0407,Dusuk,1200.0,2.11,0.1321,1
Dicamba,Mammalian fats (except milk fats),0.07,0.01,20.5,0,-1.9707,Orta,1200.0,2.79,0.0617,0
Imidacloprid,"Oat straw and fodder, dry",1.0,4e-07,30.6,1,-6.5204,Cok Dusuk (Kalici),1540.0,4.23,0.6759,0
Malathion,"Cotton seed oil, crude",13.0,0.01,29.1,1,-2.0283,Dusuk,1200.0,89.99,7.8897,0
Carbendazim,Peppers chili,2.0,0.01,24.6,0,-1.9985,Orta,1200.0,131.53,1.8543,0
Saflufenacil,Mustard seed,0.6,0.01,32.4,1,-2.0509,Dusuk,1200.0,9.16,0.7496,1
Imazethapyr,"Rice, hay and/or straw",0.15,0.01,24.1,0,-1.9951,Orta,1200.0,13.92,0.1986,1
Phorate,"Coriander, seed",0.1,0.01,33.7,1,-2.0593,Dusuk,1200.0,1.82,0.0914,0
Dimethipin,Milks,0.01,0.01,27.3,1,-2.0165,Dusuk,1200.0,0.11,0.0068,0
Phosmet,Blueberries,10.0,0.01,20.4,0,-1.9704,Orta,1200.0,421.48,8.476,0
Indoxacarb,Edible offal (mammalian),0.05,0.01,21.3,0,-1.976,Orta,1200.0,2.45,0.0467,0
Flubendiamide,Almond hulls,10.0,0.01,25.9,1,-2.0074,Dusuk,1200.0,264.58,13.8615,1
Cyhalothrin (includes lambda-cyhalothrin),Cardamom,2.0,0.01,31.0,1,-2.0414,Dusuk,1200.0,25.54,1.303,0
Fluazifop-p-butyl,Tomato,0.4,0.01,21.3,0,-1.9761,Orta,1200.0,19.48,0.1967,0
Methomyl,Mint hay,0.5,0.01,27.6,1,-2.0185,Dusuk,1200.0,16.62,0.6629,1
Cyhalothrin (includes lambda-cyhalothrin),Wheat,0.05,0.01,15.9,0,-1.94,Orta,1200.0,3.83,0.0704,1
Acetochlor,"Barley, hay and/or straw",0.3,22.0,28.1,1,1.3572,Yuksek,1120.0,29.12,0.1345,0
Aldicarb,Peanut,0.02,4.0,29.9,1,0.6122,Yuksek,1190.0,6.02,0.0252,1
Bixafen,Triticale,0.05,0.01,18.3,0,-1.956,Orta,1200.0,1.81,0.0388,0
Tebufenozide,Edible offal (mammalian),0.02,0.01,31.0,1,-2.0411,Dusuk,1200.0,0.13,0.0095,0
Thiamethoxam,Coffee beans,0.2,0.01,28.6,1,-2.025,Dusuk,1200.0,1.11,0.1138,0
Zoxamide,Tomato,2.0,0.01,34.9,1,-2.0673,Dusuk,1200.0,21.69,1.4971,0
Boscalid,"Rye straw and fodder, dry",50.0,0.01,34.2,1,-2.0625,Dusuk,1200.0,1288.75,33.8951,0
Novaluron,Eggs,0.1,0.01,31.8,1,-2.0466,Dusuk,1200.0,3.0,0.0896,0
Trifloxystrobin,Asparagus,0.05,0.01,34.9,1,-2.0677,Dusuk,1200.0,0.65,0.0371,0
Spirotetramat,Kiwifruit,0.02,0.01,19.9,0,-1.967,Orta,1200.0,1.41,0.0227,1
Methoprene,Meat (from mammals other than marine mammals),0.2,0.01,18.4,0,-1.9569,Orta,1200.0,13.9,0.1917,0
Methamidophos,Poultry meat,0.01,0.01,27.9,1,-2.0203,Dusuk,1200.0,0.43,0.0101,1
"2,4-D","Poultry, edible offal of",0.05,0.01,17.3,0,-1.949,Orta,1200.0,6.19,0.0515,1
Pyriproxyfen,Cattle meat,0.01,0.01,30.1,1,-2.0353,Dusuk,1200.0,0.18,0.0119,1
Piperonyl Butoxide,Wheat flour,10.0,0.01,16.7,0,-1.9452,Orta,1200.0,492.92,9.1329,0
Dithiocarbamates,"Squash, summer",1.0,0.01,24.1,0,-1.9947,Orta,1200.0,77.52,1.2976,1
Fenazaquin,Tree nuts (group),0.02,0.01,25.1,1,-2.002,Dusuk,1200.0,0.26,0.0117,0
Fenamiphos,Milks,0.005,0.01,19.2,0,-1.9618,Orta,1200.0,0.35,0.0062,1
Prothioconazole,Fodder (dry) of cereal grains,5.0,0.01,20.6,0,-1.9716,Orta,1200.0,278.01,4.9987,0
Tebuconazole,Coffee beans,0.4,0.01,26.0,1,-2.008,Dusuk,1200.0,5.6,0.4998,1
Isopyrazam,Peanut,0.01,0.01,18.7,0,-1.9588,Orta,1200.0,1.01,0.0079,0
Carbaryl,Beetroot,0.1,0.01,19.9,0,-1.9671,Orta,1200.0,3.8,0.0548,0
Chlorfenapyr,Meat (from mammals other than marine mammals),0.6,0.01,34.9,1,-2.0673,Dusuk,1200.0,11.83,0.3926,0
"1,4-Dimethylnaphthalene",Meat (from mammals other than marine mammals),0.03,0.01,27.2,1,-2.0157,Dusuk,1200.0,0.18,0.016,0
Abamectin,Soya bean (dry),0.002,2e-07,26.6,1,-6.7391,Cok Dusuk (Kalici),1160.0,0.01,0.0015,0
Cypermethrins (including alpha- and zeta- cypermethrin),"Tea, green, black (black, fermented and dried)",15.0,0.01,20.4,0,-1.9701,Orta,1200.0,1890.79,17.9984,1
Metaflumizone,Tomato,0.6,0.01,19.2,0,-1.9623,Orta,1200.0,50.77,0.5568,0
Endosulfan,Meat (from mammals other than marine mammals),0.2,0.01,17.4,0,-1.9499,Orta,1200.0,39.53,0.2837,1
Kresoxim-Methyl,Beetroot,0.05,0.01,24.9,0,-2.0005,Dusuk,1200.0,1.59,0.0564,1
Isocycloseram,"Tomato, dried",2.0,0.01,28.5,1,-2.0248,Dusuk,1200.0,18.42,1.7937,0
Pyriofenone,Small fruit vine climbing (subgroup),0.8,0.01,21.9,0,-1.9803,Orta,1200.0,129.28,1.0317,1
Carbendazim,Brussels sprouts,0.5,0.01,25.5,1,-2.0045,Dusuk,1200.0,11.51,0.2667,0
Thiamethoxam,"Sorgo or sorghum, sweet",0.6,0.01,23.0,0,-1.9874,Orta,1200.0,40.36,0.637,1
Pyrethrins,Cereal grains (group),0.3,0.01,32.3,1,-2.0499,Dusuk,1200.0,13.68,0.3549,1
Permethrin,"Cotton seed oil, edible",0.1,0.01,29.0,1,-2.0277,Dusuk,1200.0,4.36,0.1062,1
Chlorpyrifos-Methyl,"Wheat bran, unprocessed",6.0,0.01,16.9,0,-1.9469,Orta,1200.0,286.79,3.4829,0
Permethrin,Horseradish,0.5,0.01,16.7,0,-1.9456,Orta,1200.0,54.67,0.418,0
Lufenuron,Milks,0.15,0.01,25.2,1,-2.0024,Dusuk,1200.0,2.14,0.2099,1
Saflufenacil,Sugar cane molasses,1.0,0.01,21.4,0,-1.9767,Orta,1200.0,50.64,1.0734,1
Fenpyrazamine,"Lettuce, head",1.5,0.01,22.6,0,-1.9851,Orta,1200.0,107.79,0.9008,0
Bitertanol,"Poultry, edible offal of",0.01,0.01,18.7,0,-1.9584,Orta,1200.0,1.41,0.016,1
Bitertanol,"Barley, hay and/or straw",0.05,0.01,28.3,1,-2.023,Dusuk,1200.0,0.71,0.0474,0
Fenvalerate,"Spices, fruits and berries",0.03,0.01,29.4,1,-2.0305,Dusuk,1200.0,0.3,0.0331,1
Bitertanol,Barley,0.05,0.01,19.4,0,-1.9635,Orta,1200.0,2.91,0.0627,1
Permethrin,Winter squash,0.5,0.01,30.4,1,-2.0376,Dusuk,1200.0,19.5,0.5208,1
Boscalid,Grapes,5.0,0.01,18.1,0,-1.9546,Orta,1200.0,284.6,4.3656,0
Fluensulfone,"Peppers chili, dried",7.0,0.01,22.7,0,-1.9855,Orta,1200.0,238.27,4.7569,0
Oxydemeton-Methyl,Potato,0.01,0.01,32.5,1,-2.0511,Dusuk,1200.0,0.22,0.0099,0
Fenbutatin Oxide,Tomato,1.0,0.01,30.5,1,-2.0382,Dusuk,1200.0,23.71,0.6397,0
Lindane,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),0.01,0.01,28.7,1,-2.0258,Dusuk,1200.0,0.12,0.0111,1
Esfenvalerate,"Poultry, edible offal of",0.01,0.01,31.0,1,-2.041,Dusuk,1200.0,0.12,0.0067,0
Paraquat,"Soya bean, hay and/or straw",0.5,0.01,22.8,0,-1.9862,Orta,1200.0,83.64,0.5003,1
Broflanilide,"Maize, bran",0.002,0.01,33.0,1,-2.0546,Dusuk,1200.0,0.04,0.0011,0
Fenpicoxamid,Milks,0.01,0.01,21.1,0,-1.9749,Orta,1200.0,1.53,0.0108,1
Thiacloprid,Eggs,0.02,0.01,30.4,1,-2.0371,Dusuk,1200.0,0.28,0.0188,0
Bicyclopyrone,"Wheat bran, processed",0.1,0.01,27.5,1,-2.0178,Dusuk,1200.0,1.22,0.0972,0
Amitraz,Milks,0.01,0.01,28.9,1,-2.0269,Dusuk,1200.0,0.48,0.0106,1
Pirimicarb,Garlic,0.1,0.01,30.7,1,-2.0389,Dusuk,1200.0,0.59,0.0506,0
Dithianon,Stone fruits (group),2.0,0.01,22.5,0,-1.9841,Orta,1200.0,117.08,1.5577,0
Cyflumetofen,"Hops, dried",15.0,0.01,29.3,1,-2.0301,Dusuk,1200.0,185.89,14.81,0
Fenhexamid,Gherkin,1.0,0.01,18.0,0,-1.9539,Orta,1200.0,115.91,1.1298,1
Cyflumetofen,"Citrus oil, edible",36.0,0.01,22.5,0,-1.9845,Orta,1200.0,2626.3,53.3641,1
Bifenazate,Poultry meat,0.01,0.01,15.9,0,-1.9402,Orta,1200.0,0.88,0.0101,1
Teflubenzuron,Soya bean hulls,0.2,0.01,29.3,1,-2.0296,Dusuk,1200.0,5.51,0.2636,1
Hydrogen Phosphide,Cereal grains (group),0.1,0.01,24.6,0,-1.9986,Orta,1200.0,11.24,0.0843,0
Glufosinate-Ammonium,Carrot,0.05,0.01,19.6,0,-1.9647,Orta,1200.0,1.46,0.0276,0
Pyriproxyfen,Melons (except watermelon),0.07,0.01,31.5,1,-2.0447,Dusuk,1200.0,3.25,0.0883,1
Ethephon,Cherries (subgroup),5.0,0.01,28.6,1,-2.025,Dusuk,1200.0,86.88,5.4532,1
Diflubenzuron,Meat (from mammals other than marine mammals),0.1,0.01,26.7,1,-2.0122,Dusuk,1200.0,0.77,0.0808,0
Kresoxim-Methyl,Milks,0.02,0.01,32.4,1,-2.0507,Dusuk,1200.0,0.37,0.021,1
Flupyradifurone,Tomato,1.0,0.01,26.9,1,-2.0136,Dusuk,1200.0,11.52,0.7761,0
Imazethapyr,Eggs,0.01,0.01,29.5,1,-2.0315,Dusuk,1200.0,0.08,0.0095,0
Terbufos,Meat (from mammals other than marine mammals),0.05,0.01,20.7,0,-1.9719,Orta,1200.0,4.94,0.0504,1
Fipronil,Cattle kidney,0.02,0.01,23.8,0,-1.9927,Orta,1200.0,1.04,0.0191,0
